"V1","V2","V3","V4","V5","V6","V7"
"hard","hard","hard","hard","hard","hard","hard"
"Cs","Cs","Cs","Cs","Cs","Cs","Cs"
"4","4","4","4","4","4","4"
"1.5","1.5","1.5","1.5","1.5","1.5","1.5"
"2.5","2.5","2.5","2.5","2.5","2.5","2.5"
"2","2","2","2","2","2","2"
"4.5","4.5","0.511278077289996","8.48872192271","4.5","4.5","4.5"
"6.99999999999999","6.99999999999999","6.99999999999999","6.99999999999999","6.99999999999999","6.99999999999999","6.99999999999999"
"1.3942206484","10.6057793516","6","6","6","6","6"
"11","11","0.999999999999994","0.999999999999994","11","0.999999999999994","5.99999999999999"
"4.99999999999999","4.99999999999999","4.99999999999999","4.99999999999999","4.99999999999999","4.99999999999999","4.99999999999999"
"0.999999999999994","0.999999999999994","12","12","0.999999999999994","12","6.49999999999999"
"7.49999999999999","7.49999999999999","7.49999999999999","7.49999999999999","7.49999999999999","7.49999999999999","7.49999999999999"
"8.49999999999999","8.49999999999999","8.49999999999999","8.49999999999999","8.49999999999999","8.49999999999999","8.49999999999999"
"8.49999999999999","8.49999999999999","8.49999999999999","8.49999999999999","8.49999999999999","8.49999999999999","8.49999999999999"
"4","4","4","4","4","4","4"
"3.5","3.5","3.5","3.5","3.5","3.5","3.5"
"4.5","4.5","4.5","4.5","4.5","4.5","4.5"
"3","3","5.91295063024","0.0870493697599968","3","3","3"
"6","6","0","0","6","0","3"
"4.37841423001","0","2","2","2","2","2"
"0","0","0","0","0","0","0"
"0","0","0","0","0","0","0"
"0.999999999999999","0.999999999999999","0.999999999999999","0.999999999999999","0.999999999999999","0.999999999999999","0.999999999999999"
"0.999999999999999","0.999999999999999","0.999999999999999","0.999999999999999","0.999999999999999","0.999999999999999","0.999999999999999"
"0.999999999999999","0.999999999999999","0.999999999999999","0.999999999999999","0.999999999999999","0.999999999999999","0.999999999999999"
"2","2","2","2","2","2","2"
"2.5","2.5","2.5","2.5","2.5","2.5","2.5"
"1.99999999999999","1.99999999999999","7.27282867796999","20.72717132203","1.99999999999999","14","7.99999999999999"
"4.99999999999999","4.99999999999999","16","16","4.99999999999999","16","10.5"
"5.03699995234999","16.96300004765","11","11","11","11","11"
"16","16","4.99999999999999","4.99999999999999","16","4.99999999999999","10.5"
"6.99999999999999","6.99999999999999","6.99999999999999","6.99999999999999","6.99999999999999","6.99999999999999","6.99999999999999"
"5.5","5.5","5.5","5.5","5.5","5.5","5.5"
"4","4","4","4","4","4","4"
"3.5","3.5","3.5","3.5","3.5","3.5","3.5"
"2.5","2.5","2.5","2.5","2.5","2.5","2.5"
"1.5","1.5","1.5","1.5","1.5","1.5","1.5"
"2","2","2","2","2","2","2"
"3","3","3","3","3","3","3"
"2","2","2","2","2","2","2"
"2.5","2.5","2.5","2.5","2.5","2.5","2.5"
"4.99999999999999","4.99999999999999","4.99999999999999","4.99999999999999","4.99999999999999","4.99999999999999","4.99999999999999"
"4.5","4.5","4.5","4.5","4.5","4.5","4.5"
"4.5","4.5","4.5","4.5","4.5","4.5","4.5"
"6.49999999999999","6.49999999999999","1.70615286136999","11.29384713863","6.49999999999999","6.49999999999999","6.49999999999999"
"1.99999999999999","1.99999999999999","15","15","1.99999999999999","15","8.49999999999999"
"3.35909536036999","14.64090463963","8.99999999999999","8.99999999999999","8.99999999999999","8.99999999999999","8.99999999999999"
"10.5","10.5","10.5","10.5","10.5","10.5","10.5"
"8.99999999999999","8.99999999999999","8.99999999999999","8.99999999999999","8.99999999999999","8.99999999999999","8.99999999999999"
"4.5","4.5","4.5","4.5","4.5","4.5","4.5"
"3","3","3","3","3","3","3"
"3","3","3","3","3","3","3"
"2","2","2","2","2","2","2"
"2.5","2.5","2.5","2.5","2.5","2.5","2.5"
"2.5","2.5","2.5","2.5","2.5","2.5","2.5"
"1.5","1.5","1.5","1.5","1.5","1.5","1.5"
"1.5","1.5","1.5","1.5","1.5","1.5","1.5"
"0.999999999999999","0.999999999999999","0.999999999999999","0.999999999999999","0.999999999999999","0.999999999999999","0.999999999999999"
"0.999999999999999","0.999999999999999","0.999999999999999","0.999999999999999","0.999999999999999","0.999999999999999","0.999999999999999"
"1.5","1.5","1.5","1.5","1.5","1.5","1.5"
"Ds","Ds","Ds","Ds","Ds","Ds","Ds"
"4","4","4","4","0","0","0"
"0.91855865354","0.91855865354","0.91855865354","0.91855865354","0","0","0"
"1.97642353761","1.97642353761","1.97642353761","1.97642353761","0","0","0"
"1.41421356237","1.41421356237","1.41421356237","1.41421356237","0","0","0"
"4.77297077301","4.77297077301","0.65813877097","10.42923600581","0","-3.98872192271","0"
"9.26012958873","9.26012958873","9.26012958873","9.26012958873","0","0","0"
"1.97239095827","14.09991381629","7.34846922835","7.34846922835","-4.6057793516","0","0"
"13.334890373","13.334890373","1.97937927384","1.97937927384","0","0","5"
"5.59016994375","5.59016994375","5.59016994375","5.59016994375","0","0","0"
"2.17136125674","2.17136125674","14.99484446187","14.99484446187","0","0","-5.5"
"10.26979795322","10.26979795322","10.26979795322","10.26979795322","0","0","0"
"12.39077277655","12.39077277655","12.39077277655","12.39077277655","0","0","0"
"12.39077277655","12.39077277655","12.39077277655","12.39077277655","0","0","0"
"4","4","4","4","0","0","0"
"3.27395021343","3.27395021343","3.27395021343","3.27395021343","0","0","0"
"4.77297077301","4.77297077301","4.77297077301","4.77297077301","0","0","0"
"2.59807621135","2.59807621135","6.53922646598","0.09169673738","0","2.91295063024","0"
"5.79555495773","5.79555495773","0","0","0","0","3"
"4.58084159574","0","1.41421356237","1.41421356237","2.37841423001","0","0"
"0","0","0","0","0","0","0"
"0","0","0","0","0","0","0"
"0.5","0.5","0.5","0.5","0","0","0"
"0.5","0.5","0.5","0.5","0","0","0"
"0.5","0.5","0.5","0.5","0","0","0"
"1.41421356237","1.41421356237","1.41421356237","1.41421356237","0","0","0"
"1.97642353761","1.97642353761","1.97642353761","1.97642353761","0","0","0"
"4.15685424949","4.15685424949","10.2191728399","28.82765276971","0","-6.72717132203","-6"
"9.84167659368","9.84167659368","24.39467369917","24.39467369917","0","0","-5.5"
"9.49054642646","27.88845181605","18.24143634695","18.24143634695","-5.96300004765","0","0"
"24.39467369917","24.39467369917","9.84167659368","9.84167659368","0","0","5.5"
"9.26012958873","9.26012958873","9.26012958873","9.26012958873","0","0","0"
"6.44932166976","6.44932166976","6.44932166976","6.44932166976","0","0","0"
"4","4","4","4","0","0","0"
"3.27395021343","3.27395021343","3.27395021343","3.27395021343","0","0","0"
"1.97642353761","1.97642353761","1.97642353761","1.97642353761","0","0","0"
"0.91855865354","0.91855865354","0.91855865354","0.91855865354","0","0","0"
"1.41421356237","1.41421356237","1.41421356237","1.41421356237","0","0","0"
"2.59807621135","2.59807621135","2.59807621135","2.59807621135","0","0","0"
"1.41421356237","1.41421356237","1.41421356237","1.41421356237","0","0","0"
